amount_tsh,gps_height,population,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional needs repair
100.0,371.0,90.0,2000.0,other,user-group,never pay,salty,insufficient,borehole,communal standpipe,non functional
25.0,830.0,350.0,2009.0,submersible,commercial,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,1697.0,1.0,2000.0,submersible,user-group,unknown,unknown,unknown,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
1000.0,1525.0,400.0,1990.0,handpump,user-group,annually,good,insufficient,shallow well,hand pump,functional
100.0,238.0,1.0,2008.0,handpump,commercial,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,2100.0,25.0,1994.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,304.0,1850.0,2007.0,submersible,user-group,per bucket,salty,enough,borehole,communal standpipe,functional
1000.0,1207.0,802.0,1993.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
20.0,303.0,270.0,1979.0,motorpump,user-group,per bucket,unknown,dry,borehole,communal standpipe,non functional
500.0,1152.0,1400.0,1996.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
500.0,285.0,400.0,1994.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
10000.0,1462.0,595.0,2006.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,insufficient,shallow well,hand pump,functional
25.0,898.0,420.0,2011.0,submersible,commercial,per bucket,salty,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
500.0,1573.0,30.0,2009.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional
100.0,7.0,1.0,1993.0,other,commercial,never pay,good,enough,borehole,other,non functional
100.0,51.0,120.0,2000.0,submersible,commercial,per bucket,unknown,enough,borehole,communal standpipe,functional
500.0,1467.0,120.0,2010.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
500.0,308.0,300.0,1994.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,308.0,560.0,1998.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,commercial,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
3000.0,1979.0,230.0,1982.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,salty,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,submersible,unknown,unknown,unknown,unknown,borehole,other,non functional
25.0,1272.0,300.0,2011.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,1604.0,1.0,1980.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1519.0,320.0,1996.0,handpump,user-group,on failure,salty,insufficient,shallow well,hand pump,functional
100.0,1426.0,590.0,1995.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
100.0,1907.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1169.0,450.0,1990.0,handpump,other,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
20.0,130.0,168.0,2002.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,non functional
100.0,1562.0,215.0,1998.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,seasonal,shallow well,hand pump,functional
100.0,825.0,1009.0,1992.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
500.0,1203.0,850.0,2011.0,handpump,user-group,monthly,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,367.0,239.0,1985.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional needs repair
50.0,419.0,560.0,2012.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
25.0,963.0,258.0,1997.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,other,good,enough,shallow well,other,non functional
100.0,459.0,300.0,2010.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,50.0,50.0,1980.0,motorpump,user-group,never pay,good,insufficient,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,168.0,1.0,2006.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,functional
100.0,1303.0,153.0,1985.0,other,commercial,never pay,good,enough,borehole,hand pump,non functional
100.0,375.0,120.0,2000.0,other,user-group,other,unknown,dry,shallow well,other,non functional
300.0,323.0,100.0,1996.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,salty,insufficient,shallow well,hand pump,functional
50.0,90.0,330.0,2009.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,non functional
100.0,30.0,235.0,2012.0,handpump,user-group,never pay,salty,insufficient,borehole,hand pump,non functional
500.0,1772.0,20.0,2009.0,handpump,user-group,monthly,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,dry,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,good,enough,shallow well,hand pump,functional
100.0,1570.0,450.0,2007.0,handpump,user-group,unknown,good,enough,borehole,hand pump,functional
10.0,1483.0,84.0,2004.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,276.0,810.0,1982.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,non functional
100.0,310.0,1.0,1975.0,other,user-group,unknown,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,salty,insufficient,borehole,hand pump,non functional
1500.0,525.0,1.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
1200.0,413.0,1.0,1978.0,other,user-group,annually,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,1221.0,500.0,1975.0,motorpump,user-group,never pay,salty,insufficient,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
50.0,551.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
500.0,1498.0,445.0,1995.0,gravity,user-group,on failure,good,enough,shallow well,hand pump,functional
30.0,86.0,2000.0,2006.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
500.0,62.0,200.0,2004.0,submersible,user-group,monthly,good,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,non functional
100.0,1160.0,500.0,2007.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,386.0,1.0,1991.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,383.0,120.0,2000.0,other,user-group,never pay,salty,insufficient,borehole,communal standpipe,non functional
100.0,769.0,1.0,1992.0,handpump,user-group,never pay,good,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,seasonal,shallow well,hand pump,functional
100.0,563.0,2500.0,1987.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,insufficient,shallow well,hand pump,functional
200.0,1183.0,370.0,2010.0,handpump,user-group,monthly,good,enough,borehole,hand pump,non functional
7000.0,1434.0,465.0,2005.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
20.0,213.0,300.0,2010.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,306.0,500.0,2008.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,87.0,300.0,2003.0,other,user-group,unknown,good,enough,borehole,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1367.0,1.0,2013.0,submersible,user-group,unknown,good,enough,borehole,communal standpipe,non functional
100.0,75.0,560.0,2006.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
20.0,40.0,300.0,1985.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,non functional
100.0,1547.0,258.0,1999.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,1702.0,100.0,1995.0,other,unknown,unknown,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
50.0,825.0,230.0,1987.0,handpump,user-group,per bucket,salty,enough,shallow well,hand pump,functional
100.0,1399.0,280.0,1979.0,motorpump,user-group,unknown,salty,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,1658.0,83.0,2003.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,1158.0,250.0,2008.0,handpump,user-group,unknown,good,enough,borehole,hand pump,functional
100.0,413.0,1.0,1982.0,motorpump,user-group,unknown,salty,enough,borehole,communal standpipe,non functional
1000.0,1843.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,hand pump,non functional
50.0,825.0,217.0,2012.0,submersible,commercial,per bucket,good,seasonal,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,non functional
100.0,326.0,1.0,2008.0,handpump,other,never pay,salty,enough,shallow well,hand pump,functional
500.0,1616.0,80.0,2009.0,handpump,user-group,on failure,good,enough,borehole,hand pump,functional
500.0,477.0,450.0,1979.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,milky,insufficient,shallow well,hand pump,functional
50.0,16.0,20.0,2010.0,submersible,commercial,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1287.0,650.0,1998.0,handpump,parastatal,unknown,good,enough,shallow well,hand pump,functional
100.0,350.0,90.0,2009.0,other,user-group,never pay,good,insufficient,shallow well,other,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,insufficient,shallow well,hand pump,functional
500.0,779.0,720.0,2003.0,handpump,user-group,monthly,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,submersible,user-group,never pay,good,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,275.0,100.0,2002.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
500.0,334.0,579.0,2010.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,monthly,good,enough,borehole,communal standpipe,functional
100.0,52.0,250.0,2000.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,302.0,2000.0,1978.0,other,user-group,never pay,good,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
20.0,1672.0,295.0,1995.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
100.0,231.0,250.0,2007.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,functional
4000.0,216.0,195.0,1971.0,gravity,user-group,monthly,salty,insufficient,borehole,communal standpipe,non functional
500.0,473.0,1.0,2000.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,non functional
5000.0,1960.0,341.0,2010.0,handpump,parastatal,annually,good,enough,borehole,hand pump,functional
30.0,75.0,50.0,2009.0,handpump,user-group,per bucket,good,enough,borehole,hand pump,functional
20.0,27.0,1.0,2010.0,handpump,commercial,per bucket,good,enough,shallow well,hand pump,functional
100.0,405.0,560.0,2004.0,handpump,user-group,per bucket,milky,seasonal,shallow well,hand pump,functional
100.0,1324.0,230.0,2005.0,handpump,user-group,unknown,good,enough,borehole,hand pump,non functional
100.0,323.0,100.0,2002.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,commercial,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,seasonal,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,82.0,100.0,2008.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,non functional
100.0,329.0,500.0,1995.0,other,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,454.0,300.0,2007.0,motorpump,user-group,per bucket,salty,seasonal,borehole,communal standpipe,functional needs repair
100.0,1577.0,1.0,1980.0,other,user-group,unknown,unknown,dry,shallow well,other,non functional
1000.0,825.0,100.0,2009.0,gravity,user-group,never pay,good,insufficient,borehole,communal standpipe,functional
100.0,339.0,30.0,2010.0,submersible,user-group,never pay,salty,dry,borehole,communal standpipe,non functional
100.0,427.0,1.0,2012.0,other,user-group,unknown,good,enough,borehole,other,non functional
100.0,1389.0,250.0,1991.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,parastatal,unknown,good,insufficient,shallow well,hand pump,functional needs repair
1000.0,1343.0,450.0,2010.0,handpump,user-group,monthly,good,enough,borehole,hand pump,non functional
100.0,730.0,250.0,1998.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,colored,enough,shallow well,hand pump,functional needs repair
100.0,133.0,1.0,2004.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,non functional
100.0,1300.0,600.0,1997.0,gravity,user-group,monthly,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,unknown,dry,borehole,hand pump,non functional
100.0,70.0,200.0,2009.0,handpump,user-group,never pay,salty,enough,borehole,hand pump,functional
500.0,1835.0,500.0,1991.0,handpump,user-group,monthly,good,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,seasonal,shallow well,hand pump,non functional
100.0,825.0,338.0,2004.0,other,user-group,never pay,good,enough,shallow well,other,functional
500.0,1645.0,40.0,2007.0,rope pump,user-group,on failure,good,enough,borehole,hand pump,non functional
500.0,278.0,150.0,2007.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,1145.0,250.0,1994.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,209.0,1.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
500.0,1624.0,120.0,2010.0,rope pump,user-group,on failure,good,insufficient,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
50.0,61.0,360.0,2004.0,submersible,user-group,per bucket,good,enough,borehole,communal standpipe,functional
50.0,13.0,100.0,2010.0,submersible,commercial,per bucket,good,unknown,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,parastatal,unknown,good,enough,shallow well,hand pump,functional
30.0,82.0,1.0,2010.0,handpump,user-group,per bucket,salty,insufficient,borehole,hand pump,functional
100.0,1.0,400.0,1985.0,other,user-group,unknown,good,enough,shallow well,other,non functional
100.0,1432.0,1.0,1980.0,handpump,user-group,other,unknown,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,salty,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,never pay,good,enough,borehole,communal standpipe,functional
100.0,668.0,50.0,2009.0,submersible,user-group,never pay,salty,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,219.0,400.0,1982.0,submersible,user-group,never pay,good,dry,borehole,communal standpipe,non functional
100.0,1204.0,1100.0,1998.0,handpump,user-group,never pay,salty,insufficient,shallow well,hand pump,non functional
50.0,190.0,2500.0,2008.0,handpump,user-group,per bucket,salty,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,enough,shallow well,hand pump,non functional
100.0,1756.0,45.0,2009.0,rope pump,user-group,on failure,good,dry,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,per bucket,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,motorpump,commercial,per bucket,good,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
1000.0,1006.0,230.0,2006.0,handpump,other,monthly,good,dry,shallow well,hand pump,non functional
100.0,1586.0,1.0,1980.0,motorpump,user-group,unknown,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,other,good,enough,borehole,other,non functional
1000.0,1008.0,240.0,1999.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,functional
100.0,328.0,230.0,2000.0,other,user-group,never pay,unknown,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
500.0,1267.0,840.0,1978.0,submersible,user-group,other,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,unknown,shallow well,other,non functional
100.0,266.0,30.0,1981.0,handpump,user-group,never pay,salty,dry,shallow well,hand pump,non functional
100.0,1372.0,250.0,1994.0,other,parastatal,never pay,good,insufficient,shallow well,other,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional needs repair
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,340.0,2006.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,other,salty,insufficient,shallow well,hand pump,functional needs repair
100.0,1483.0,1.0,2009.0,handpump,user-group,never pay,good,dry,borehole,hand pump,non functional
100.0,1311.0,400.0,2009.0,submersible,user-group,unknown,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,non functional
100.0,2001.0,20.0,2008.0,rope pump,user-group,never pay,good,enough,shallow well,hand pump,non functional
100.0,1587.0,1.0,2010.0,submersible,user-group,never pay,good,insufficient,borehole,communal standpipe,functional
100.0,898.0,450.0,1978.0,motorpump,user-group,unknown,good,enough,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,submersible,user-group,monthly,salty,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,dry,shallow well,other,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,dry,shallow well,other,non functional
10.0,825.0,1.0,2003.0,handpump,user-group,per bucket,salty,enough,shallow well,hand pump,functional
100.0,825.0,352.0,1995.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,shallow well,hand pump,functional
20.0,1303.0,250.0,2008.0,motorpump,user-group,per bucket,salty,insufficient,borehole,communal standpipe,non functional
50.0,1203.0,250.0,1991.0,handpump,user-group,monthly,good,enough,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,good,enough,shallow well,other,non functional
4000.0,1512.0,950.0,1988.0,submersible,commercial,monthly,good,enough,borehole,communal standpipe,functional
1200.0,1807.0,300.0,2008.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,never pay,good,insufficient,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,borehole,hand pump,functional
500.0,1480.0,530.0,2001.0,handpump,user-group,monthly,good,insufficient,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,annually,good,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,per bucket,salty,enough,borehole,hand pump,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
20.0,842.0,120.0,2011.0,submersible,commercial,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,functional needs repair
50.0,1441.0,800.0,2006.0,submersible,user-group,per bucket,salty,dry,borehole,communal standpipe,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
50.0,1261.0,230.0,2008.0,motorpump,user-group,per bucket,salty,enough,borehole,communal standpipe,non functional
500.0,1196.0,325.0,1997.0,handpump,user-group,on failure,milky,enough,borehole,hand pump,functional
100.0,1231.0,300.0,1998.0,other,user-group,never pay,good,insufficient,shallow well,other,non functional
100.0,330.0,95.0,1981.0,other,user-group,never pay,salty,enough,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,368.0,300.0,2000.0,other,user-group,never pay,salty,seasonal,shallow well,other,non functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,enough,shallow well,hand pump,functional
100.0,13.0,4005.0,2007.0,other,commercial,never pay,good,enough,borehole,other,functional
100.0,1976.0,153.0,1993.0,other,user-group,never pay,good,enough,shallow well,other,non functional
100.0,344.0,1.0,2010.0,other,user-group,never pay,salty,enough,borehole,other,non functional
100.0,1622.0,1000.0,1997.0,handpump,other,unknown,good,insufficient,shallow well,hand pump,non functional
100.0,315.0,420.0,1982.0,submersible,user-group,never pay,good,seasonal,borehole,communal standpipe,functional
50.0,1071.0,679.0,2004.0,submersible,parastatal,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1612.0,1.0,2000.0,submersible,commercial,never pay,good,insufficient,borehole,communal standpipe,functional
30.0,1044.0,500.0,1987.0,handpump,user-group,per bucket,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,140.0,1970.0,motorpump,user-group,never pay,salty,dry,borehole,other,non functional
50.0,319.0,1.0,1982.0,submersible,user-group,per bucket,good,seasonal,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,handpump,user-group,on failure,good,insufficient,shallow well,hand pump,non functional
100.0,1551.0,500.0,1991.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,non functional
100.0,1325.0,400.0,2004.0,handpump,user-group,unknown,good,enough,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,user-group,never pay,good,insufficient,shallow well,hand pump,functional
100.0,825.0,230.0,2000.0,other,user-group,on failure,good,insufficient,shallow well,other,non functional
100.0,1423.0,800.0,2009.0,handpump,user-group,unknown,salty,enough,borehole,hand pump,functional
100.0,825.0,230.0,2000.0,handpump,commercial,never pay,good,enough,shallow well,hand pump,non functional
100.0,807.0,230.0,2009.0,handpump,user-group,never pay,good,dry,shallow well,hand pump,non functional
100.0,825.0,230.0,2000.0,motorpump,user-group,per bucket,good,enough,borehole,communal standpipe,functional
100.0,1405.0,1.0,2000.0,submersible,user-group,per bucket,good,insufficient,borehole,communal standpipe,functional
100.0,825.0,230.0,2000.0,other,user-group,unknown,milky,dry,shallow well,other,non functional
